post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Size,attribute_data:Size,attribute:lemon,attribute_data:lemon
"STRONG EGG 250 GRAM 1 BOX (20 SACHET) - Vitamin Untuk Peningkat Berat Dan Penguat Kerabang Telur",strong-egg-250-gram-1-box-20-sachet-vitamin-untuk-peningkat-berat-dan-penguat-kerabang-telur,,153,"<strong>STRONG EGG 250 GRAM 1 BOX (20 SACHET)</strong>

STRONG EGG adalah sediaan suplemen yang larut dalam air. Kandungan multivitamin dan asam amino yang terkandung di dalamnya berperan penting dalam membantu pembentukan telur, agar telur yang dihasilkan lebih besar dan kuat serta masa produksi telur bertahan lama.

<strong>Indikasi STRONG EGG</strong>
<ul>
 	<li>Memperkuat kerabang telur. Untuk mencegah telur tipis dan mudah pecah</li>
 	<li>Memperbesar telur. Telur yang diproduksi tiap hari menjadi lebih besar dan lebih berat</li>
 	<li>Meningkatkan dan memperpanjang produksi telur</li>
 	<li>Memperpendek masa rontok bulu</li>
</ul>
<strong>Aturan pakai</strong>

1 gram tiap liter air minum

<strong>ISI</strong>

1 BOX (20 SACHET)",,Published,,0,"2026-07-02 17:20:38",1,open,TTS00041X20,,,no,no,,1422000,,5500,23,33,30,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Strong-Egg-250-Gram.png ! alt :  ! title : Strong-Egg-250-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/strong-egg-250-gram-1-box-20-sachet-vitamin-untuk-peningkat-berat-dan-penguat-kerabang-telur/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"INTERFLOX ORAL 1 LITER - Atasi Flu Dan Diare Pada Ternak Sapi, Kambing, Ayam",interflox-oral-1-liter-atasi-flu-dan-diare-pada-ternak-sapi-kambing-ayam,,160,"<strong>Interflox oral 1 liter</strong> obat infeksi saluran pernafasan dan pencernaan

<strong>Sifat-Sifat</strong>

Enrofloxacin termasuk Quinolon generasi terakhir, bersifat bakterisidal, bekerja langsung pada inti sel bakteri, dengan cara menghambat kerja enzym DNA-gyrase yang berakhir dengan kematian bakteri.

Sangat efektif membunuh Mycoplasma spp., bakteri gram negatif E. coli, Haemophilus, Pasteurella, Salmonella dan Campylobacter spp., pada babi dan ayam.

<strong>Indikasi</strong>

Pengobatan infeksi saluran pencernaan, pernafasan dan perkencingan yang disebabkan oleh Mycoplasma, bakteri E. coli, Haemophilus, Pasteurella, Salmonella dan Campylobacter spp., pada sapi, kambing, domba, babi dan ayam.

<strong>Dosis dan Cara Pemakaian</strong>

<strong>Ayam :</strong> 1 ml per 1,5-2 liter air minum.

<strong>Babi :</strong> 1 ml per 1-3 liter air minum.

Pemakaian selama 3-5 hari berturut-turut.",,Published,,0,"2026-07-02 17:21:01",1,open,TTS00042,,,no,no,,399000,,1000,10,24,9,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Interflox-Oral-1-Liter_-1000-ml.png ! alt :  ! title : Interflox-Oral-1-Liter_-1000-ml.png ! desc :  ! caption : ",,http://localhost:8000/product/interflox-oral-1-liter-atasi-flu-dan-diare-pada-ternak-sapi-kambing-ayam/,0,,,simple,outofstock,"Obat Ternak",,,,,,,
"KALBAZEN SG 100 ML ORAL - Efektif Membasmi Cacing Pada Kambing, Domba Dan Sapi.",kalbazen-sg-100-ml-oral-efektif-membasmi-cacing-pada-kambing-domba-dan-sapi,,161,"<strong>KALBAZEN SG 100 ML</strong>

Kalbazen SG mengandung Albe.ndaz.ole yang bekerja sebagai antelmintik berspektrum luas dan sangat efektif terhadap berbagai cacing, baik dalam bentuk dewasa, larva ataupun telur pada ternak kambing dan domba.

Albe.ndaz.ole dari kelompok benzimida.zole, bekerja dengan mengganggu fungsi seluler parasit sehingga menyebabkan kematian sel-sel serta menyebabkan ketidakmampuan bereproduksi pada cacing dewasa. Dengan demikian Kalbazen SG sangat efektif mengendalikan populasi cacing dewasa untuk mencegah infeksi dan re-infeksi cacing pada ternak kambing dan domba.

Albe.ndaz.ole memiliki batas dosis aman yang tinggi, yaitu 7.5 - 20 kali dosis yang dianjurkan.

<strong>INDIKASI</strong>

Memberantas tuntas semua jenis dan stadium cacing pada sapi, kerbau, kambing dan domba, seperti :
<ul>
 	<li>Cacing yang berada di lambung maupun di usus (larva dan dewasa) Ostertagia ostertagi, Haemonchus ssp, Trichostrongylus spp., Bunostomun phlebotomum, Oesophagostomum spp, Cooperia spp., Strongyloides, Nematodirus spp.</li>
 	<li>Cacing yang berada di paru - paru (larva dan dewasa) Dictyocaulus viviparus</li>
 	<li>Cacing pita (kepala dan segmennya) Moniezia benedeni, Moniezia expanda</li>
 	<li>Cacing hati (telur, larva dan dewasa) Fasciola gigantica, Fasciola hepatica</li>
 	<li>Cacing gilig (Nematoda) lainnya.</li>
</ul>
<strong>DOSIS</strong>

<strong>Domba/Kambing/Babi</strong>

- 6 ml / 30 kg BB (tanpa cacing hati)

- 7.5 ml / 30 kg BB (dengan cacing hati)

<strong>Ayam/Bebek/Unggas</strong>

- Anjing, kucing, kelinci 1 ml/kg bb

- 200 ml untuk 1000 ekor

<strong>PERINGATAN</strong>

- Kalbazen tidak boleh diberikan pada sapi/ kerbau/hewan yang sedang bunting.

- Obat dihentikan 10 hari sebelum hewan dipotong.

- Simpan di tempat yang teduh dan terhindar dari jangkauan anak-anak.

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:21:01",1,open,TTS00043,,,no,no,,26500,,250,5,14,5,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kalbazen-Sg-100-ml-_-Kalbe.png ! alt :  ! title : Kalbazen-Sg-100-ml-_-Kalbe.png ! desc :  ! caption : ",,http://localhost:8000/product/kalbazen-sg-100-ml-oral-efektif-membasmi-cacing-pada-kambing-domba-dan-sapi/,0,,,simple,outofstock,"Obat Ternak",,,,,,,
"MINERAL BLOK CALPHOS 3 KG - Mineral Blok Untuk Menambah Selera Makan Ternak Sapi Dan Kambing.",mineral-blok-calphos-3-kg-mineral-blok-untuk-menambah-selera-makan-ternak-sapi-dan-kambing,,162,"<strong>Mineral Blok khusus untuk Sapi dan Kambing Perah Kemasan 3kg</strong>

Mineral Blok Royal Calphos merupakan suplemen bergizi yang sangat bermanfaat bagi kesehatan hewan ternak Anda. Hewan ternak yang mengosumsi Mineral Blok Royal Calphos serta air minum secara teratur maka akan terhindar dari bahaya konsumsi benda-benda yang bukan pakan seperti tanah, kerikil, tulang, plastik, kain, dll. Selain itu kandungan gizi pada garam jilat yang lengkap akan mengurangi resiko diare pada hewan ternak akibat konsumsi benda bukan pakan. Meningkatkan siklus reproduksi Sapi

<strong>Manfaat:</strong>

1. Meningkatkan daya tahan terhadap penyakit.

2. Menambah nafsu makan.

3. Meningkatkan siklus reproduksi ternak.

4. Meningkatkan kualitas susu ternak.

5. Melengkapi nutrisi sebagai sumber mineral dan garam.

6. Meningkatkan kekuatan tulang dan memelihara ambing.

<strong>Komposisi Mineral :</strong>

Na : 37.55%

Ca : 1.22%

Mg : 1.15%

P : 0.11%

Mineral tambahan: Fe, Zn, Cu, Mn, Co, I dan Se Tambahan Vitamin A, D3 dan E

<strong>Keunggulan produk Royal Mineral Blok:</strong>

1. Import dari Turki.

2. Tidak mudah rusak akibat jatuh atau terkena percikan air.

3. Kemasan 3 kg

<strong>Selamat belanja!</strong>",,Published,,0,"2026-07-02 17:21:01",1,open,TTS00044,,,no,no,,130200,,3200,14,12,14,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Mineral-Block-Calphos-3kg.png ! alt :  ! title : Mineral-Block-Calphos-3kg.png ! desc :  ! caption : ",,http://localhost:8000/product/mineral-blok-calphos-3-kg-mineral-blok-untuk-menambah-selera-makan-ternak-sapi-dan-kambing/,0,,,simple,outofstock,"Mineral Blok",,,,,,,
"PREMIX SAPI MASTER BEEF 1 KG - PREMIUM QUALITY Premix penggemukan Untuk Sapi.",premix-sapi-master-beef-1-kg-premium-quality-premix-penggemukan-untuk-sapi,,163,"<strong>Manfaat PREMIX MASTER BEEF:</strong>
<ul>
 	<li>Mempercepat pertumbuhan Meningkatkan berat badan (ADG)</li>
 	<li>Memperbaiki kualitas pakan</li>
 	<li>Efisiensi pakan</li>
 	<li>Meningkatkan daya tahan terhadap penyakit</li>
 	<li>Membantu pertumbuhan bulu</li>
 	<li>Mengurangi bau kotoran</li>
</ul>
<strong>Dosis PREMIX MASTER BEEF:</strong>

1 kg untuk 200 kg pakan

<strong>Teknis Pemakaian PREMIX MASTER BEEF:</strong>

Pemakaian untuk satu ekor ternak
<ul>
 	<li>Untuk sapi bobot dibawah 200 kg, 1 sendok makan perhari</li>
 	<li>Untuk sapi bobot 200 - 400 kg, 2 sendok makan perhari</li>
 	<li>Untuk sapi bobot 400 - 600 kg, 3 sendok makan perhari</li>
</ul>",,Published,,0,"2026-07-02 17:21:01",1,open,TTS00045,,,no,no,,50000,,1000,8,16,23,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Premix-Master-Beef-1kg.png ! alt :  ! title : Premix-Master-Beef-1kg.png ! desc :  ! caption : ",,http://localhost:8000/product/premix-sapi-master-beef-1-kg-premium-quality-premix-penggemukan-untuk-sapi/,0,,,simple,,"Premix Ternak",,,,,,,
"KAPORIT TCCA GRANULAR 90% 1 DRUM 50 KG - Untuk Penjernih Air Kolam Renang Berkualitas.",kaporit-tcca-granular-90-1-drum-50-kg-untuk-penjernih-air-kolam-renang-berkualitas,,164,"<strong>Barang :</strong> TCCA 90%

<strong>Bentuk :</strong> Granular

<strong>Warna :</strong> Putih

<strong>Netto :</strong> 1 KG

<strong>Berfungsi sebagai :</strong>
<ul>
 	<li>Desinfektant untuk air baku, kolam renang, sumur, selokan, dll.</li>
 	<li>Menjernihkan air</li>
 	<li>Membunuh bakteri, kuman, jamur dan virus dalam air</li>
 	<li>Pemutih untuk pakaian warna putih.</li>
 	<li>Memiliki zat aktif 90% dimana lebih efektik dibanding kaporit biasa yang memiliki kadar 60%</li>
</ul>
Mohon tambahkan pesanan kardus + bubble wrap untuk keamanan ekstra paket anda selama proses pengiriman.",,Published,,0,"2026-07-02 17:21:01",1,open,TTS00046,,,no,no,,1700000,,50000,31,35,58,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kaporit-Tcca-Granular-90-1-Drum-50kg.png ! alt :  ! title : Kaporit-Tcca-Granular-90-1-Drum-50kg.png ! desc :  ! caption : ",,http://localhost:8000/product/kaporit-tcca-granular-90-1-drum-50-kg-untuk-penjernih-air-kolam-renang-berkualitas/,0,,,simple,,"Desinfektan & Antiseptik",,,,,,,
"AMILYTE ZAGRO 1 KG - MultiVitamin Dan Suplemen Asam Amino Elektrolit Untuk Ayam Dll.",amilyte-zagro-1-kg-multivitamin-dan-suplemen-asam-amino-elektrolit-untuk-ayam-dll,,165,"<strong>Amilyte</strong>

Kombinasi vitamin, asam amino dan elektrolit

Mengandung asam amino esensial yang lengkap

Kelarutan baik

Sebagai sumber mikronutrien pada kondisi tropis dan untuk metoda intensifikasi produksi

<strong>Untuk memperbaiki penampilan :</strong> 1 g Amylite / 2 l air minum diberikan terus-menerus

<strong>Untuk anti-stress :</strong> 1 g Amylite / l air minum

<strong>Untuk produksi telur :</strong> 5 g Amylite / 20 l air minum selama sedikitnya 3-5 hari

<strong>Untuk growth promotor :</strong> 5 g Amylite / 15 l air minum selama sedikitnya 3-5 hari

<strong>Tiap kg mengandung :</strong>

Vitamin A : 18, 0 miu

Vitamin D3 : 4, 0 miu

Vitamin E : 6, 5 g

Vitamin B2 : 3, 5 g

Vitamin K3 : 2, 0 g

Nicotinic acid : 17, 0 g

Panthothenic acid : 7 g

Lysine : 20, 0 g

Methionine : 10, 0 g

Magnesium : 6, 0 g

Potassium : 7, 5 g

Sodium : 20, 0 g

Folic Acid : 0, 4 g

Vitamin B1 : 1, 5 g

Vitamin B6 : 2, 5 g

Biotin : 15, 0 g

Vitamin B12 : 10, 0 g

Vitamin C : 12, 0 g

Threonine : 5, 0 g

<strong>PETUNJUK PEMAKAIAN :</strong>

<strong>- PEMBERIAN KONTINYU</strong>

100 g AMILYTE PER 200 L AIR MINUM

<strong>- PEMBERIAN INTENSIF</strong>

100 g AMILYTE PER 100 L AIR MINUM

<strong>- PRODUKSI TELUR</strong>

5 g AMILYTE PER 20 L AIR MINUM, SEBAIKNYA DIBERIKAN SEDIKITNYA 3 - 5 HARI

<strong>- PEMACU PERTUMBUHAN</strong>

5 g AMILYTE PER 15 L AIR MINUM, SEBAIKNYA DIBERIKAN SEDIKITNYA 3 - 5 HARI

<strong>PERHATIAN</strong>

OBAT HANYA UNTUK HEWAN",,Published,,0,"2026-07-02 17:21:02",1,open,TTS00049,,,no,no,,274000,,1000,7,29,16,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Amilyte-1-Kg-Zagro.png ! alt :  ! title : Amilyte-1-Kg-Zagro.png ! desc :  ! caption : ",,http://localhost:8000/product/amilyte-zagro-1-kg-multivitamin-dan-suplemen-asam-amino-elektrolit-untuk-ayam-dll/,0,,,simple,outofstock,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"SALEP KOREB 20 GRAM - Mengobati Penyakit Kurap, Kulit Ayam Dan Membasmi Jamur pada Kulit Ayam.",salep-koreb-20-gram-mengobati-penyakit-kurap-kulit-ayam-dan-membasmi-jamur-pada-kulit-ayam,,166,"<strong>SALEP KOREB Obat kulit ayam aduan</strong>

<strong>INDIKASI:</strong>

Mengobati penyakit kulit pada ayam seperti kropeng, bercak putih, dll

<strong>Komposisi:</strong>
<ul>
 	<li>Sulfur deparatum........... 20%</li>
 	<li>Sulfamerazin................... 5%</li>
 	<li>Vaselin album................. 75%</li>
</ul>
<strong>ATURAN PAKAI:</strong>

Oleskan pada kulit yang sakit setiap hari sekali sampai sembuh

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:21:02",1,open,TTS00052,,,no,no,,11000,,20,5,14,4,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Salep-Koreb-20-Gram.png ! alt :  ! title : Salep-Koreb-20-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/salep-koreb-20-gram-mengobati-penyakit-kurap-kulit-ayam-dan-membasmi-jamur-pada-kulit-ayam/,0,,,simple,,"Luka Hewan Ternak",,,,,,,
"AGITA SUPER 100 GRAM - Racun Pembasmi Lalat Tabur Ampuh.",agita-super-100-gram-racun-pembasmi-lalat-tabur-ampuh,,172,"<strong>AGITA SUPER 100 GRAM</strong>

Racun Lalat AGITA SUPER berbentuk butiran halus seperti berwarna merah muda dan telah dirancang agar mudah digunakan dan sangat ampuh. Ketika lalat tersentuh oleh racun lalat AGITA SUPER akan langsung mabuk dan tidak lama kemudian akan mati.

<strong>Cara pakai:</strong>
<ul>
 	<li>Taburkan racun lalat AGITA SUPER di atas alas seperti koran, ratakan, semprotkan sedikit air dan letakkan di area yang banyak lalatnya.</li>
 	<li>Jangan dicampur dengan umpan apapun karena racun ini sudah mengandung umpan.</li>
 	<li>Gunakan pelindung tangan karena racun ini sangat keras.</li>
</ul>
<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:21:34",1,open,TTS00053,,,no,no,,30000,,100,5,5,10,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Agita-Super-100-Gram.png ! alt :  ! title : Agita-Super-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/agita-super-100-gram-racun-pembasmi-lalat-tabur-ampuh/,0,,,simple,outofstock,"Antibiotik & Anti Inflamasi",,,,,,,
"TEMPAT MINUM AYAM 2 LITER BY MEDION - Alat Minum Ayam Ternak Kesayangan.",tempat-minum-ayam-2-liter-by-medion-alat-minum-ayam-ternak-kesayangan,,173,"<strong>TEMPAT MINUM AYAM 2 LITER MEDION</strong>

<strong>KEUNGGULAN</strong>

• Dirancang khusus agar mudah dalam memberikan air minum pada ayam dan mudah dibersihkan

• Bahan baku TMA tidak mempengaruhi daya kerja zat aktif obat, vitamin, desinfektan maupun virus vaksin

• Mudah dibersihkan

<strong>SPESIFIKASI</strong>

• Dimensi piring : 20 x 2,1 cm

• Dimensi assembly : 20 x 23 cm

• Volume : 2670 ml

• Daya tampung : 50-60 ekor

• Selain untuk anak ayam (DOC), bisa digunakan juga untuk puyuh

• Digunakan dengan cara diletakkan di lantai atau digantung

<strong>Keterangan untuk produk TMA:</strong>

• Volume adalah kapasitas air maksimal dari masing-masing alat

• Pengukuran daya tampung ayam dilakukan menggunakan ayam pedaging, sehingga untuk ayam petelur akan mampu menampung lebih banyak

• Kisaran daya tampung disesuaikan dengan umur ayam. Angka terendah untuk ayam dewasa dan angka tertinggi untuk anak ayam",,Published,,0,"2026-07-02 17:21:34",1,open,TTS00058,,,no,no,,25000,,1000,20,20,24,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Tempat-Minum-Ayam-2-L-_-Medion.png ! alt :  ! title : Tempat-Minum-Ayam-2-L-_-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/tempat-minum-ayam-2-liter-by-medion-alat-minum-ayam-ternak-kesayangan/,0,,,simple,outofstock,"Perlengakapan Ternak",,,,,,,
"GAYEMI 25 GRAM - Untuk Peningkatkan Selera Makan Dan Penggemuk Sapi, Kerbau, Kambing Dan Domba.",gayemi-25-gram-untuk-peningkatkan-selera-makan-dan-penggemuk-sapi-kerbau-kambing-dan-domba,,174,"<strong>GAYEMI 25 gr Meningkatkan Nafsu Makan EKA FARMA</strong>

<strong>Komposisi:</strong>

<strong>Tiap gram mengandung :</strong>
<ul>
 	<li>Alpinia galanga Rhizoma 10%</li>
 	<li>Amoni Fructus 5%</li>
 	<li>Curcuma Rhizoma ad 85%</li>
</ul>
<strong>Indikasi:</strong>
<ul>
 	<li>Meningkatkan nafsu makan</li>
 	<li>Tenaga tarik bertambah</li>
 	<li>Tahan terhadap penyakit</li>
</ul>
<strong>Aturan Pakai:</strong>
<ul>
 	<li>Untuk sapi, kerbau dewasa diberi 1 bungkus</li>
 	<li>Untuk kambing, domba dewasa, anak sapi, anak kerbau diberi setengah bungkus</li>
 	<li>Untuk anak kambing diberi 1/4 bungkus</li>
</ul>
<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:21:34",1,open,TTS00059,,,no,no,,4150,,25,3,13,18,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Gayemi-25-Gram-_-Eka-Farma.png ! alt :  ! title : Gayemi-25-Gram-_-Eka-Farma.png ! desc :  ! caption : ",,http://localhost:8000/product/gayemi-25-gram-untuk-peningkatkan-selera-makan-dan-penggemuk-sapi-kerbau-kambing-dan-domba/,0,,,simple,,"Jamu Ternak",,,,,,,
"DICODINE SPRAY 50 ML - Mempercepat Penyembuhan Luka Dan Bebas Lalat Dan Larva - GUSANEX MINI.",dicodine-spray-50-ml-mempercepat-penyembuhan-luka-dan-bebas-lalat-dan-larva-gusanex-mini,,175,"<strong>DICODINE</strong> merupakan obat semprot (spray) yang secara khusus diformulasikan untuk mempercepat penyembuhan luka dan mencegah terjadinya myasis (belatungan)

<strong>Indikasi DICODINE</strong>

Membasmi larva lalat dan mengobati luka atau myasis pada sapi, babi, kambing, domba, anjing, ayam komersial, ayam laga, dan kuda

<strong>Keunggulan DICODINE</strong>

DICODINE mampu membunuh 100% larva lalat yang terdapat pada luka hanya dengan 1 kali penyemprotan

Pemberian DICODINE dapat mempercepat penyembuhan luka

Aplikasi praktis, hanya disemprot

Ukuran kemasan ekonomis

<strong>Dosis dan Aturan Pakai</strong>

Bersihkan luka, kocok DICODINE, kemudian semprotkan secara langsung pada luka yang telah dibersihkan dalam posisi tegak dengan jarak 10 cm dari luka dan semprotkan secara merata hingga basah. Diberikan setiap 3-7 hari sekali hingga luka sembuh

<strong>Nomor Registrasi</strong>

Indonesia: KEMENTAN RI No. D 13044514 PTC

<strong>Kemasan</strong>

Vial 5oz / 50ml",,Published,,0,"2026-07-02 17:21:34",1,open,TTS00063,,,no,no,,58400,,150,5,5,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Dicodine-Spray-50-ml-_-Medion.png ! alt :  ! title : Dicodine-Spray-50-ml-_-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/dicodine-spray-50-ml-mempercepat-penyembuhan-luka-dan-bebas-lalat-dan-larva-gusanex-mini/,0,,,simple,,"Luka Hewan Ternak",,,,,,,
"PROPETS KEMASAN 600 GRAM - Susu Rekomendasi Untuk Kucing dan Anjing Non Lactose.",propets-kemasan-600-gram-susu-rekomendasi-untuk-kucing-dan-anjing-non-lactose,,176,"<strong>PROPETS 600 Gram</strong>

<strong>Keunggulan Susu Pro Pet:</strong>
<ul>
 	<li>Tidak mengandung laktosa, sehingga tidak membuat hewan peliharaan Anda mencret / diare.</li>
 	<li>Memiliki kandungan kalsium &amp; protein yg tinggi, sehingga sangat baik u/ kesehatan &amp; pertumbuhan tulang anjing &amp; kucing Anda.</li>
 	<li>Mengandung vitamin E yg baik u/ pertumbuhan bulu anjing &amp; kucing Anda.</li>
 	<li>Meningkatkan antibodi anjing &amp; kucing Anda, sehingga tidak mudah terserang penyakit.</li>
 	<li>Menjadikan anjing &amp; kucing Anda gemuk padat berisi, tidak kurus kering lagi. Tentunya hewan peliharaan Anda pun menjadi lebih sehat &amp; energik.</li>
 	<li>Membantu pertumbuhan janin pada anjing &amp; kucing yg sedang hamil.</li>
 	<li>Memperbanyak air susu bagi induk yg sedang menyusui.</li>
 	<li>Memaksimalkan pertumbuhan tubuh pd anak anjing &amp; kucing.</li>
</ul>
<strong>Ingredients :</strong>
<ul>
 	<li>Protein 19.31</li>
 	<li>Fat 24.41</li>
 	<li>Moisture 2.26</li>
</ul>
<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:21:34",1,open,TTS00064,,,no,no,,20000,,600,7,29,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Propet-600-Gram-1.png ! alt :  ! title : Propet-600-Gram-1.png ! desc :  ! caption : ",,http://localhost:8000/product/propets-kemasan-600-gram-susu-rekomendasi-untuk-kucing-dan-anjing-non-lactose/,0,,,simple,,"Susu Anabul",,,,,,,
"KUMAVIT 250 GRAM BY MEDION - Multivitamin Dan Herbal Penambah Nafsu Makan Hewan Ternak Kesayangan.",kumavit-250-gram-by-medion-multivitamin-dan-herbal-penambah-nafsu-makan-hewan-ternak-kesayangan,,182,"<strong>KUMAVIT</strong>

Merupakan sediaan serbuk larut air yang mengandung tanaman herbal berupa ekstrak Curcuma, serta multivitamin, asam amino, dan elektrolit. KUMAVIT diproduksi dari bahan baku pilihan, dengan ekstrak herbal yang stabil, berkualitas dan terstandarisasi.

<strong>KEUNGGULAN</strong>

1. Meningkatkan nafsu makan. Zat aktif dalam ekstrak Curcuma dapat mempercepat proses metabolisme (pencernaan) nutrisi. Efeknya, lambung lebih cepat kosong dan nafsu makan ayam akan meningkat.

2. Menambah daya tahan tubuh. Kombinasi tepat antara ekstrak Curcuma, multivitamin, asam amino, dan elektrolit dalam KUMAVIT dapat menambah daya tahan tubuh ayam.

3. Mencegah stres dan kekurangan vitamin. Pemberian KUMAVIT yang juga mengandung vitamin C dan elektrolit dapat mencegah stres pada ayam.

4. Kandungannya lengkap dan seimbang

5. Bebas residu dan aman diberikan secara kontinyu.

<strong>DOSIS PEMAKAIAN</strong>

Larutkan 1 gram KUMAVIT dalam 2 liter air minum hewan.

<strong>KEMASAN</strong>

250 gram",,Published,,0,"2026-07-02 17:22:00",1,open,TTS00065,,,no,no,,46800,,250,7,18,6,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kumavit-250-G-_-Medion.png ! alt :  ! title : Kumavit-250-G-_-Medion.png ! desc :  ! caption : ",,http://localhost:8000/product/kumavit-250-gram-by-medion-multivitamin-dan-herbal-penambah-nafsu-makan-hewan-ternak-kesayangan/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"INTRACIN 10S 50 ML - Hormon Perangsang Kontraksi Uterus dan Kelenjar Mamalia.",intracin-10s-50-ml-hormon-perangsang-kontraksi-uterus-dan-kelenjar-mamalia,,183,"<strong>INTRACIN 10S 50 ML</strong>

<strong>INDIKASI:</strong>
<ul>
 	<li>Memperlancar dan memperbanyak produksi air susu.</li>
 	<li>Mempercepat involusi uteri.</li>
 	<li>Mengatasi gangguan reproduksi seperti kelemahan umum, atoni uterus saat</li>
</ul>
<strong>DOSIS &amp; CARA PEMAKAIAN:</strong>

Injeksi IM SC

<strong>Sapi, kuda :</strong> 4 - 5 ml Intracin-10S.

<strong>Kambing, domba :</strong> 1 - 3 ml Intracin-10S.

<strong>Babi :</strong> 2 - 4 ml Intracin-10S.

<strong>Anjing :</strong> 0,5 - 2 ml Intracin-10S.

<strong>Kucing :</strong> 0,3 - 0,5 ml Intracin-10S.

<strong>Waktu henti obat :</strong> Karkas dan Susu 1 hari

<strong>KEMASAN</strong>

Intracin 10S: 50 ml",,Published,,0,"2026-07-02 17:22:01",1,open,TTS00066,,,no,no,,79100,,150,4,4,8,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Intracin-10s-50-ml-_-TMC.png ! alt :  ! title : Intracin-10s-50-ml-_-TMC.png ! desc :  ! caption : ",,http://localhost:8000/product/intracin-10s-50-ml-hormon-perangsang-kontraksi-uterus-dan-kelenjar-mamalia/,0,,,simple,,"Obat Ternak",,,,,,,
